Unnamed: 0,Name,Age,Salary,PAN,Email,PAN_valid,Email_valid,Age_valid,Salary_valid,Overall_Status,Errors
485,Karan,130.0,67154.0,OSUOV4501G,,True,False,False,True,False,"Invalid Email, Invalid Age"
486,Rahul,,,AHGRG4223J,biwagn@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
487,Aman,130.0,55263.0,ISASU2509R,edmtvu@gmail.com,True,True,False,True,False,Invalid Age
488,Karan,130.0,21100.0,TxEVJLQ9sk,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
489,Rohit,77.0,,vxyqwE7aO1,abc@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
490,Rohit,130.0,-10000.0,86p9rNCgRv,ijwgac@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
491,Priya,-5.0,23208.0,EI6ZGApdS2,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
492,Neha,74.0,,h5xEm0ex7N,pqglua@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
493,Karan,75.0,,IEDYR9035O,user@,True,False,True,False,False,"Invalid Email, Invalid Salary"
494,Anjali,130.0,-10000.0,KRXSV4261F,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
495,Aman,,-10000.0,vmcVX6OwwN,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
496,Rahul,,66803.0,JFWSS5011E,bibxiu@gmail.com,True,True,False,True,False,Invalid Age
498,Rohit,-5.0,-10000.0,PWJitmm8wr,kvnjva@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
499,,63.0,26797.0,EEQUK3010P,test@gmail,True,False,True,True,False,Invalid Email
500,Anjali,130.0,,VCBYG9372U,mdufzb@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
501,Simran,86.0,42178.0,JSPXD5257Q,user@,True,False,True,True,False,Invalid Email
502,Karan,-5.0,37087.0,MKVRR8853Q,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
503,Anjali,,-10000.0,XXDCD4726X,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
504,Rohit,,,7PV8hPaeFn,jnkzul@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
505,Anjali,130.0,32195.0,WWLXS4843A,abc@,True,False,False,True,False,"Invalid Email, Invalid Age"
506,Karan,130.0,,EEAwKynjYg,lgmqij@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
507,Simran,130.0,54212.0,JCMKM0401A,yanskd@gmail.com,True,True,False,True,False,Invalid Age
508,Rahul,130.0,-10000.0,LVXNR0966H,aybzaj@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
509,,-5.0,,FEKYV8783M,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
510,Priya,,-10000.0,FFBMU9286G,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
511,Priya,130.0,-10000.0,ARXGO4203H,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
512,Neha,90.0,,RMDDY3545W,gsbghb@gmail.com,True,True,True,False,False,Invalid Salary
513,,48.0,,BKCUI1581C,aeineb@gmail.com,True,True,True,False,False,Invalid Salary
514,Rohit,12.0,,sR3MPDHWLS,lefygf@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
515,Rahul,130.0,53842.0,GXZYW3522I,fwxwgl@gmail.com,True,True,False,True,False,Invalid Age
516,Simran,4.0,,BJJVQ9240B,test@gmail,True,False,True,False,False,"Invalid Email, Invalid Salary"
517,Aman,67.0,-10000.0,w0fnaKMhDJ,abc@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
518,Priya,-5.0,-10000.0,UvW6e3RnkL,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
519,,130.0,99588.0,r225JgJWIB,oydctw@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
520,Anjali,130.0,-10000.0,uDGlET0UCr,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
521,,,,Xth6innwLm,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
522,Aman,-5.0,-10000.0,RQVDJ3600W,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
523,Rahul,,-10000.0,XIRTM5301B,ffkhgu@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
524,Neha,33.0,,TKTLT5245Q,,True,False,True,False,False,"Invalid Email, Invalid Salary"
525,Neha,130.0,-10000.0,XYQNP5294O,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
526,Neha,48.0,,wzEJlARQYb,abc@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
527,Rohit,23.0,,BDOWU9872S,pvsrmm@gmail.com,True,True,True,False,False,Invalid Salary
528,Aman,,,kPOO3a9upy,ubygnp@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
529,Rahul,34.0,-10000.0,IKTSK1107K,user@,True,False,True,False,False,"Invalid Email, Invalid Salary"
530,Priya,31.0,,EFSPP5372X,debyqd@gmail.com,True,True,True,False,False,Invalid Salary
531,Rahul,,,DEHGM2599S,sijgxo@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
532,Karan,-5.0,,pm651npjhE,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
533,Rahul,,-10000.0,6bSavErQhv,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
534,Priya,47.0,57597.0,WKNRM1586R,test@gmail,True,False,True,True,False,Invalid Email
535,Karan,,26995.0,Itn9pIi7j9,srsebu@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
536,Aman,-5.0,-10000.0,VSHFJ4559D,cluygg@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
537,Karan,29.0,-10000.0,p3Q3I0eTXB,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
538,Rahul,,,MGVUP2732A,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
539,Rohit,90.0,35948.0,e6bZv305Nt,,False,False,True,True,False,"Invalid PAN, Invalid Email"
540,Rahul,-5.0,-10000.0,IMDKV6021Q,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
541,Karan,-5.0,,Wx9VWFJhkr,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
542,Anjali,130.0,-10000.0,bbKAyZ7eUz,dijjch@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
543,Neha,130.0,59227.0,LJVTA5058S,,True,False,False,True,False,"Invalid Email, Invalid Age"
544,Anjali,100.0,98243.0,n6VtZnM9ES,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
545,Aman,130.0,-10000.0,0N8NXRBkNI,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
546,Priya,36.0,32982.0,Y1aHSZ9EnV,ggptvz@gmail.com,False,True,True,True,False,Invalid PAN
547,Neha,-5.0,,MMBCO3885N,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
548,Priya,12.0,,WuNJyFm4Y4,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
549,,55.0,37118.0,SCXZL6823G,abc@,True,False,True,True,False,Invalid Email
550,Aman,-5.0,,6owZeNKiSl,hrthpg@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
551,Rahul,130.0,,KYEBV7764N,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
552,Aman,130.0,,roRklGt4eo,tqkbup@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
553,Rohit,,-10000.0,VyDRZqdkXJ,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
554,Aman,73.0,-10000.0,h1rHjlzMDE,ymvyrr@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
555,Simran,88.0,-10000.0,GANDD3961Z,djqyee@gmail.com,True,True,True,False,False,Invalid Salary
556,Karan,13.0,57060.0,Rzs5CirXhr,,False,False,True,True,False,"Invalid PAN, Invalid Email"
557,Rahul,130.0,28373.0,zwZNi1lESQ,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
558,Anjali,-5.0,,nh4cHg7vo2,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
559,Rohit,85.0,,NAePXalzGg,abc@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
560,Priya,78.0,,6BDh9BIoSu,,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
561,Priya,30.0,-10000.0,LWCSH2761F,gjvxhi@gmail.com,True,True,True,False,False,Invalid Salary
562,Neha,130.0,,MFWWM5463L,iudlwo@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
563,Karan,130.0,,ldmURsz4B2,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
564,Anjali,-5.0,,jNJyKkqyFA,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
565,Simran,-5.0,,AGmMw7iGKB,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
566,Aman,23.0,,GQPPS8334T,test@gmail,True,False,True,False,False,"Invalid Email, Invalid Salary"
567,Rohit,-5.0,,aDrPOiq8EW,pbdctc@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
568,Karan,74.0,,z8dm45AKjb,ysfqed@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
569,Neha,78.0,-10000.0,WJXRN0073J,,True,False,True,False,False,"Invalid Email, Invalid Salary"
570,,35.0,,TSXZA2652A,gnkbhi@gmail.com,True,True,True,False,False,Invalid Salary
571,Priya,,-10000.0,J1rixtxfFM,pealsv@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
572,Neha,,94474.0,YRMKH0776F,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
573,,63.0,,HFdqRH3QPs,mhofng@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
574,Anjali,-5.0,65075.0,XXGWM4312Q,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
575,Simran,-5.0,,Kr2XVlqCrG,etwboh@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
576,,39.0,98860.0,BHIXU0629V,test@gmail,True,False,True,True,False,Invalid Email
577,Karan,,,iycTa9liR0,yepzim@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
578,Priya,,-10000.0,JWOFE6279J,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
579,,-5.0,87590.0,JOLBG1140F,woknkn@gmail.com,True,True,False,True,False,Invalid Age
580,Simran,130.0,,SRDt9nVjjk,dsjnst@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
581,Karan,26.0,33869.0,NG1IRDgvBH,qvvlmy@gmail.com,False,True,True,True,False,Invalid PAN
582,Karan,-5.0,76264.0,2fpsvTsE7a,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
583,,62.0,-10000.0,cu1fkZRTEe,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
584,Neha,130.0,-10000.0,UETFU1833O,cedebn@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
585,Anjali,-5.0,49029.0,WMPXS3293O,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
586,Rohit,130.0,-10000.0,ci3ZIpZdsg,izkkca@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
587,Rahul,-5.0,47645.0,HDASA8235B,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
588,Priya,-5.0,81097.0,Pt6KFixaB9,tpfcad@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
589,Priya,130.0,76462.0,dP7x7EVZOS,ngoymd@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
590,Aman,-5.0,-10000.0,QMSAI9921N,brysjy@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
591,Anjali,-5.0,82878.0,8RIS7fPGq9,user@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
592,Karan,-5.0,-10000.0,MHJRC2223I,bawvfw@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
593,Anjali,-5.0,93114.0,WGUcFdCgHT,cetvwj@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
594,Karan,,49328.0,GlZcIzOoHL,tlxrmb@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
595,Karan,3.0,-10000.0,xQhvXHAzIh,dfhvhj@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
596,,130.0,,7EYxoFsf1e,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
597,Priya,130.0,-10000.0,p4dL4Gd7y2,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
598,Anjali,130.0,62569.0,tYfRe6DIis,idhdpg@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
599,Rohit,,74628.0,QKOTJ9259I,xihpil@gmail.com,True,True,False,True,False,Invalid Age
600,Karan,130.0,-10000.0,URYDX6762G,vpwono@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
601,Neha,,,dD7kOkKDKY,lgqlbd@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
602,Anjali,,81030.0,KDWQV9891Z,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
603,,99.0,-10000.0,ALYEE6816Z,olgzvm@gmail.com,True,True,True,False,False,Invalid Salary
604,Rahul,,,KYRBM7036D,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
605,Priya,100.0,,z7RX1Oh7ni,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
606,Rohit,-5.0,51219.0,SDYGV5080D,eoowxc@gmail.com,True,True,False,True,False,Invalid Age
607,Simran,130.0,-10000.0,L7nBOHOjaA,bbmrzc@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
608,Simran,130.0,-10000.0,vyr7S5rTDu,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
609,Karan,-5.0,-10000.0,NKpipaNoiI,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
610,Aman,,26976.0,PUJkDcZs5P,xjjapp@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
611,Rahul,-5.0,32600.0,LFWRB9345X,jcjbkz@gmail.com,True,True,False,True,False,Invalid Age
612,Neha,130.0,,VPHHA5645G,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
614,Karan,67.0,-10000.0,1Tr8XX8XA1,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
615,Simran,-5.0,70434.0,NQLGP0903O,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
616,Rohit,-5.0,77612.0,EBPSI5201H,wboomt@gmail.com,True,True,False,True,False,Invalid Age
617,Neha,-5.0,98369.0,BAbnfREDGV,pqnqft@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
618,Aman,64.0,,ERPLX6358V,test@gmail,True,False,True,False,False,"Invalid Email, Invalid Salary"
619,Rahul,,-10000.0,vaa2fXxWuM,bqaxbq@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
620,Aman,-5.0,,KQeZZxXwRM,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
621,,,,JBAUU8549S,lpfwke@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
622,Rahul,8.0,,HzFr4b7coF,,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
623,Priya,37.0,-10000.0,YEDSJ5348U,jbyczy@gmail.com,True,True,True,False,False,Invalid Salary
624,Rohit,,,EMLHU1338F,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
625,Neha,-5.0,39716.0,VXUCY8157G,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
626,Anjali,37.0,,qdjC3l8RMH,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
627,Simran,-5.0,,a5FcKUJk3V,kkpntk@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
628,Aman,130.0,52870.0,XVLAO8814S,,True,False,False,True,False,"Invalid Email, Invalid Age"
629,Priya,130.0,-10000.0,bnzFm8VUfy,icwyzi@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
630,Rahul,-5.0,,CCZYP8061E,yutlom@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
631,Neha,-5.0,45599.0,kdbZk6QYyE,qmovaa@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
632,Rahul,84.0,,NCOBFoxvY0,xmbqzr@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
633,Simran,130.0,87442.0,58ptazzOi0,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
634,Karan,,-10000.0,LCAAC2965B,jhtoep@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
635,Aman,130.0,,lJ3qPINh7R,xlylwc@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
636,Aman,130.0,-10000.0,UUJWU8355F,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
637,Karan,,89197.0,1AdGLuR2MH,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
638,Neha,130.0,,DEWQZ7613S,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
639,Neha,130.0,46639.0,JUTJP9536G,,True,False,False,True,False,"Invalid Email, Invalid Age"
640,Priya,12.0,-10000.0,6yZ7K970TS,ieskwu@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
641,,16.0,,A2omCcf6BS,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
642,,130.0,59615.0,CRXSX2248Z,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
643,Anjali,41.0,-10000.0,FHXQY9470N,qakxrv@gmail.com,True,True,True,False,False,Invalid Salary
644,Rahul,30.0,63570.0,VdWqamiXjn,test@gmail,False,False,True,True,False,"Invalid PAN, Invalid Email"
645,Karan,,31239.0,GEISA8314R,kqlzim@gmail.com,True,True,False,True,False,Invalid Age
646,,-5.0,86904.0,ULNUK3561A,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
647,Simran,-5.0,-10000.0,BrXe9OFgSV,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
648,Neha,-5.0,52404.0,MNhqvZGeyg,vbiqpu@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
649,Aman,12.0,45420.0,7xjNI147Cs,vhwsbh@gmail.com,False,True,True,True,False,Invalid PAN
650,Neha,130.0,-10000.0,YBZIK4458K,flabgl@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
651,Priya,,,LXHUV3963O,awvifc@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
652,Aman,,-10000.0,gAYqyuxAc9,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
654,Karan,-5.0,,FTJEK9293R,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
655,Neha,89.0,-10000.0,CYRPT4297Z,test@gmail,True,False,True,False,False,"Invalid Email, Invalid Salary"
656,,-5.0,47545.0,8Frb2jQk24,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
657,Rahul,-5.0,,MSMYF9470O,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
658,Rohit,,88270.0,ltt4eAIzHB,user@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
659,,-5.0,81244.0,efK4R1dYWa,user@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
660,Priya,130.0,21409.0,YTMYW5947K,abc@,True,False,False,True,False,"Invalid Email, Invalid Age"
661,Karan,-5.0,,Yvcv75vqkU,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
662,Aman,-5.0,-10000.0,9vbbyBzs0V,foqnvi@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
663,Neha,-5.0,-10000.0,SORHC7701K,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
664,Rahul,18.0,-10000.0,ANHNX5316G,,True,False,True,False,False,"Invalid Email, Invalid Salary"
665,Anjali,,53560.0,OKWWG0770G,temgmr@gmail.com,True,True,False,True,False,Invalid Age
666,Anjali,,,xFOqZjSa38,tlppfr@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
667,Aman,130.0,,NL2fdaJ8XZ,wastzv@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
668,Priya,-5.0,,DDEVI4423S,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
669,Neha,,30976.0,XHSFC3547D,rbhnfh@gmail.com,True,True,False,True,False,Invalid Age
670,Priya,,73416.0,3XcgtKKR3N,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
671,Aman,15.0,35999.0,LBCRI4148X,,True,False,True,True,False,Invalid Email
672,Anjali,-5.0,-10000.0,DAOQH2678V,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
673,Rohit,,,kzMD5TLEq8,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
674,Anjali,-5.0,73109.0,LZCJA3100T,ttivmi@gmail.com,True,True,False,True,False,Invalid Age
675,Neha,-5.0,,VIVCU1860G,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
676,Aman,63.0,67073.0,M5Se0CiKJq,user@,False,False,True,True,False,"Invalid PAN, Invalid Email"
677,Karan,,-10000.0,DYDDE9352F,eojmho@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
679,Simran,43.0,,ZFRVX5672C,jdsnya@gmail.com,True,True,True,False,False,Invalid Salary
680,Rohit,-5.0,-10000.0,UlDobtxSTA,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
681,Aman,,,TSMKV8477X,dekuta@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
682,Priya,130.0,38466.0,IHVYZ0334X,,True,False,False,True,False,"Invalid Email, Invalid Age"
683,Simran,68.0,-10000.0,OMOHT2144S,abc@,True,False,True,False,False,"Invalid Email, Invalid Salary"
684,Aman,72.0,,LIZOG1883L,vlkbxm@gmail.com,True,True,True,False,False,Invalid Salary
685,Rohit,,88891.0,QTPPH6429U,mwfdhw@gmail.com,True,True,False,True,False,Invalid Age
686,Simran,-5.0,,IXNWK3714G,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
687,Rohit,19.0,-10000.0,WOSBH6164G,,True,False,True,False,False,"Invalid Email, Invalid Salary"
688,,,-10000.0,WDCHL7509Q,swwrcc@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
689,Simran,,-10000.0,TV1O934ihn,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
690,Karan,-5.0,53412.0,E8qkIZzwvx,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
691,Simran,-5.0,,PKHDY7218N,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
692,Aman,-5.0,98314.0,6SC8s6K9iR,ecovky@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
693,Anjali,,,IVVVS4572Q,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
694,Anjali,,58253.0,mnKu1gdYcT,vzyiua@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
695,Aman,,-10000.0,PYYMH1610S,bsqccc@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
696,,-5.0,,CWBgMplA9T,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
697,Simran,130.0,-10000.0,i6etEf6PNj,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
698,Rahul,,-10000.0,OKTVW3627G,itwwwi@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
699,Simran,70.0,,VVMRI3876A,abc@,True,False,True,False,False,"Invalid Email, Invalid Salary"
700,,-5.0,-10000.0,7hBXnYjxlA,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
701,Neha,130.0,,tLuAXV5c0u,dahlyl@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
702,,95.0,-10000.0,TSQRZ2665A,,True,False,True,False,False,"Invalid Email, Invalid Salary"
703,Anjali,,-10000.0,yuwqQI3Vuz,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
704,Priya,43.0,26532.0,RJWBB3025N,abc@,True,False,True,True,False,Invalid Email
705,Neha,,-10000.0,XCRZQ3482K,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
706,Simran,50.0,-10000.0,PPAKN4220I,pvlwbj@gmail.com,True,True,True,False,False,Invalid Salary
707,Aman,130.0,,xxcnKrzVWm,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
708,Rohit,,,IPJPL9767J,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
710,Rohit,,39817.0,YJNC2W7MBM,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
711,Rahul,,,WNYUV6923X,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
712,Rahul,,,BSFJH5431T,ngpixa@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
713,Rahul,,-10000.0,0S2YXclJWW,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
714,Anjali,-5.0,94338.0,XKsfTJs4AV,vwrwvg@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
715,Rohit,130.0,,NrqmSsoIXV,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
716,Anjali,,,VWFUP6456A,tslbmn@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
718,Karan,-5.0,,SWTDU4854P,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
719,Neha,18.0,-10000.0,zR4ChzIX6e,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
